id,student_id,course_id,title,grade_type,score,max_score,created_at
768,87,27,Final Exam,final,65.0,100.0,2025-12-29T00:00:00
769,88,5,Quiz 1,quiz,75.0,100.0,2025-12-08T00:00:00
770,88,5,Midterm,midterm,83.7,100.0,2026-01-30T00:00:00
771,88,5,Final Exam,final,66.2,100.0,2025-11-12T00:00:00
772,88,7,Quiz 1,quiz,51.9,100.0,2026-01-25T00:00:00
773,88,7,Midterm,midterm,85.0,100.0,2026-02-04T00:00:00
774,88,7,Final Exam,final,56.5,100.0,2025-11-18T00:00:00
775,88,6,Quiz 1,quiz,73.9,100.0,2026-01-02T00:00:00
776,88,6,Midterm,midterm,69.6,100.0,2025-12-08T00:00:00
777,88,6,Final Exam,final,67.6,100.0,2025-12-20T00:00:00
778,89,8,Quiz 1,quiz,62.7,100.0,2026-01-17T00:00:00
779,89,8,Midterm,midterm,79.3,100.0,2025-11-24T00:00:00
780,89,8,Final Exam,final,16.3,100.0,2026-02-09T00:00:00
781,89,11,Quiz 1,quiz,87.0,100.0,2025-11-10T00:00:00
782,89,11,Midterm,midterm,56.3,100.0,2025-11-13T00:00:00
783,89,11,Final Exam,final,76.1,100.0,2026-01-09T00:00:00
784,89,10,Quiz 1,quiz,75.3,100.0,2026-01-26T00:00:00
785,89,10,Midterm,midterm,89.1,100.0,2026-02-11T00:00:00
786,89,10,Final Exam,final,73.0,100.0,2026-02-15T00:00:00
787,90,6,Quiz 1,quiz,57.6,100.0,2026-01-22T00:00:00
788,90,6,Midterm,midterm,45.9,100.0,2026-01-10T00:00:00
789,90,6,Final Exam,final,64.8,100.0,2025-11-19T00:00:00
790,90,7,Quiz 1,quiz,40.6,100.0,2025-12-06T00:00:00
791,90,7,Midterm,midterm,60.6,100.0,2025-11-12T00:00:00
792,90,7,Final Exam,final,65.6,100.0,2026-01-17T00:00:00
793,90,5,Quiz 1,quiz,59.7,100.0,2026-01-31T00:00:00
794,90,5,Midterm,midterm,70.6,100.0,2026-01-15T00:00:00
795,90,5,Final Exam,final,66.5,100.0,2025-12-22T00:00:00
796,91,6,Quiz 1,quiz,65.1,100.0,2026-03-01T00:00:00
797,91,6,Midterm,midterm,33.6,100.0,2025-11-18T00:00:00
798,91,6,Final Exam,final,50.6,100.0,2025-12-26T00:00:00
799,91,5,Quiz 1,quiz,79.6,100.0,2025-12-05T00:00:00
800,91,5,Midterm,midterm,82.1,100.0,2025-11-23T00:00:00
801,91,5,Final Exam,final,42.4,100.0,2025-11-21T00:00:00
802,93,14,Quiz 1,quiz,57.8,100.0,2025-11-19T00:00:00
803,93,14,Midterm,midterm,86.1,100.0,2026-01-17T00:00:00
804,93,14,Final Exam,final,59.2,100.0,2026-03-01T00:00:00
805,93,16,Quiz 1,quiz,68.3,100.0,2026-01-01T00:00:00
806,93,16,Midterm,midterm,91.6,100.0,2025-12-13T00:00:00
807,93,16,Final Exam,final,64.6,100.0,2026-01-05T00:00:00
808,93,17,Quiz 1,quiz,62.4,100.0,2026-01-15T00:00:00
809,93,17,Midterm,midterm,67.6,100.0,2025-11-10T00:00:00
810,93,17,Final Exam,final,97.8,100.0,2025-12-28T00:00:00
811,93,15,Quiz 1,quiz,76.7,100.0,2025-11-07T00:00:00
812,93,15,Midterm,midterm,70.3,100.0,2026-02-12T00:00:00
813,93,15,Final Exam,final,62.1,100.0,2026-01-30T00:00:00
814,93,18,Quiz 1,quiz,78.1,100.0,2026-02-21T00:00:00
815,93,18,Midterm,midterm,79.9,100.0,2026-02-25T00:00:00
816,93,18,Final Exam,final,53.9,100.0,2026-02-22T00:00:00
817,94,1,Quiz 1,quiz,80.3,100.0,2025-12-04T00:00:00
818,94,1,Midterm,midterm,67.7,100.0,2026-02-01T00:00:00
819,94,1,Final Exam,final,70.4,100.0,2026-02-02T00:00:00
820,94,3,Quiz 1,quiz,56.7,100.0,2025-12-17T00:00:00
821,94,3,Midterm,midterm,64.0,100.0,2025-12-05T00:00:00
822,94,3,Final Exam,final,54.5,100.0,2026-02-26T00:00:00
823,94,2,Quiz 1,quiz,53.8,100.0,2025-11-17T00:00:00
824,94,2,Midterm,midterm,75.7,100.0,2025-11-14T00:00:00
825,94,2,Final Exam,final,64.7,100.0,2026-02-14T00:00:00
826,94,4,Quiz 1,quiz,50.5,100.0,2026-01-10T00:00:00
827,94,4,Midterm,midterm,100.0,100.0,2025-12-15T00:00:00
828,94,4,Final Exam,final,53.1,100.0,2026-01-27T00:00:00
829,95,29,Quiz 1,quiz,86.4,100.0,2025-12-08T00:00:00
830,95,29,Midterm,midterm,47.9,100.0,2025-12-18T00:00:00
831,95,29,Final Exam,final,76.8,100.0,2026-01-02T00:00:00
832,95,34,Quiz 1,quiz,66.2,100.0,2026-02-15T00:00:00
833,95,34,Midterm,midterm,60.6,100.0,2026-02-15T00:00:00
834,95,34,Final Exam,final,73.0,100.0,2025-11-06T00:00:00
835,95,33,Quiz 1,quiz,70.9,100.0,2025-12-11T00:00:00
836,95,33,Midterm,midterm,57.8,100.0,2025-12-26T00:00:00
837,95,33,Final Exam,final,57.1,100.0,2026-02-08T00:00:00
838,95,30,Quiz 1,quiz,46.4,100.0,2026-01-04T00:00:00
839,95,30,Midterm,midterm,74.6,100.0,2025-11-17T00:00:00
840,95,30,Final Exam,final,51.2,100.0,2025-11-01T00:00:00
841,95,32,Quiz 1,quiz,70.1,100.0,2026-02-17T00:00:00
842,95,32,Midterm,midterm,78.9,100.0,2026-01-13T00:00:00
843,95,32,Final Exam,final,73.1,100.0,2025-11-19T00:00:00
844,98,41,Quiz 1,quiz,59.2,100.0,2025-11-17T00:00:00
845,98,41,Midterm,midterm,83.6,100.0,2026-02-17T00:00:00
846,98,41,Final Exam,final,63.9,100.0,2026-02-20T00:00:00
847,98,44,Quiz 1,quiz,50.0,100.0,2025-12-17T00:00:00
848,98,44,Midterm,midterm,65.7,100.0,2026-01-03T00:00:00
849,98,44,Final Exam,final,78.8,100.0,2026-02-15T00:00:00
850,98,43,Quiz 1,quiz,59.9,100.0,2025-11-01T00:00:00
851,98,43,Midterm,midterm,83.2,100.0,2026-01-30T00:00:00
852,98,43,Final Exam,final,58.4,100.0,2026-01-13T00:00:00
853,98,42,Quiz 1,quiz,60.5,100.0,2025-11-03T00:00:00
854,98,42,Midterm,midterm,54.3,100.0,2026-03-01T00:00:00
855,98,42,Final Exam,final,80.3,100.0,2026-02-02T00:00:00
856,100,25,Quiz 1,quiz,69.2,100.0,2025-11-07T00:00:00
857,100,25,Midterm,midterm,55.3,100.0,2025-11-09T00:00:00
858,100,25,Final Exam,final,64.1,100.0,2026-01-20T00:00:00
859,100,26,Quiz 1,quiz,23.9,100.0,2025-12-22T00:00:00
860,100,26,Midterm,midterm,81.7,100.0,2025-11-29T00:00:00
861,100,26,Final Exam,final,67.4,100.0,2026-02-27T00:00:00
862,100,28,Quiz 1,quiz,33.9,100.0,2026-01-30T00:00:00
863,100,28,Midterm,midterm,48.1,100.0,2026-02-24T00:00:00
864,100,28,Final Exam,final,63.7,100.0,2025-12-14T00:00:00
865,101,41,Quiz 1,quiz,50.3,100.0,2025-12-23T00:00:00
866,101,41,Midterm,midterm,81.9,100.0,2025-12-06T00:00:00
867,101,41,Final Exam,final,76.3,100.0,2025-11-07T00:00:00
868,101,43,Quiz 1,quiz,75.4,100.0,2025-12-29T00:00:00
869,101,43,Midterm,midterm,30.9,100.0,2025-11-22T00:00:00
870,101,43,Final Exam,final,62.1,100.0,2025-11-28T00:00:00
871,101,42,Quiz 1,quiz,59.5,100.0,2026-02-14T00:00:00
872,101,42,Midterm,midterm,55.7,100.0,2025-11-18T00:00:00
873,101,42,Final Exam,final,63.8,100.0,2025-12-06T00:00:00
874,103,2,Quiz 1,quiz,53.1,100.0,2026-02-17T00:00:00
875,103,2,Midterm,midterm,73.2,100.0,2026-02-19T00:00:00
876,103,2,Final Exam,final,81.5,100.0,2025-12-31T00:00:00
877,103,4,Quiz 1,quiz,80.2,100.0,2025-11-23T00:00:00
878,103,4,Midterm,midterm,67.9,100.0,2026-01-04T00:00:00
879,103,4,Final Exam,final,100.0,100.0,2025-11-21T00:00:00
880,103,1,Quiz 1,quiz,87.1,100.0,2026-02-26T00:00:00
881,103,1,Midterm,midterm,68.5,100.0,2026-01-11T00:00:00
882,103,1,Final Exam,final,62.8,100.0,2026-01-18T00:00:00
883,104,46,Quiz 1,quiz,90.1,100.0,2025-12-12T00:00:00
884,104,46,Midterm,midterm,85.1,100.0,2026-02-22T00:00:00
885,104,46,Final Exam,final,48.8,100.0,2026-02-01T00:00:00
886,104,45,Quiz 1,quiz,86.3,100.0,2026-02-22T00:00:00
887,104,45,Midterm,midterm,67.7,100.0,2026-02-09T00:00:00
888,104,45,Final Exam,final,57.1,100.0,2025-12-06T00:00:00
889,104,47,Quiz 1,quiz,40.3,100.0,2025-11-01T00:00:00
890,104,47,Midterm,midterm,66.0,100.0,2025-11-08T00:00:00
891,104,47,Final Exam,final,69.8,100.0,2025-11-12T00:00:00
892,105,42,Quiz 1,quiz,93.8,100.0,2026-01-02T00:00:00
893,105,42,Midterm,midterm,84.4,100.0,2026-01-06T00:00:00
894,105,42,Final Exam,final,61.3,100.0,2026-01-23T00:00:00
895,105,41,Quiz 1,quiz,75.8,100.0,2026-02-25T00:00:00
896,105,41,Midterm,midterm,82.4,100.0,2026-02-13T00:00:00
897,105,41,Final Exam,final,71.3,100.0,2026-01-06T00:00:00
898,105,43,Quiz 1,quiz,61.2,100.0,2025-11-24T00:00:00
899,105,43,Midterm,midterm,62.0,100.0,2025-11-21T00:00:00
900,105,43,Final Exam,final,75.8,100.0,2026-01-28T00:00:00
901,105,44,Quiz 1,quiz,76.2,100.0,2025-12-04T00:00:00
902,105,44,Midterm,midterm,65.6,100.0,2026-01-31T00:00:00
903,105,44,Final Exam,final,30.7,100.0,2025-12-28T00:00:00
904,106,13,Quiz 1,quiz,50.6,100.0,2025-12-01T00:00:00
905,106,13,Midterm,midterm,79.3,100.0,2025-11-12T00:00:00
906,106,13,Final Exam,final,38.0,100.0,2025-11-18T00:00:00
907,106,10,Quiz 1,quiz,87.8,100.0,2025-12-24T00:00:00
908,106,10,Midterm,midterm,85.5,100.0,2025-11-10T00:00:00
909,106,10,Final Exam,final,70.6,100.0,2025-12-20T00:00:00
910,106,12,Quiz 1,quiz,79.0,100.0,2026-03-01T00:00:00
911,106,12,Midterm,midterm,77.9,100.0,2026-02-28T00:00:00
912,106,12,Final Exam,final,68.2,100.0,2026-01-09T00:00:00
913,107,50,Quiz 1,quiz,49.4,100.0,2026-02-27T00:00:00
914,107,50,Midterm,midterm,84.5,100.0,2026-02-28T00:00:00
915,107,50,Final Exam,final,91.1,100.0,2026-02-10T00:00:00
916,107,48,Quiz 1,quiz,51.9,100.0,2026-02-07T00:00:00
917,107,48,Midterm,midterm,48.8,100.0,2025-12-18T00:00:00
918,107,48,Final Exam,final,67.9,100.0,2025-11-01T00:00:00
919,107,49,Quiz 1,quiz,60.6,100.0,2026-01-01T00:00:00
920,107,49,Midterm,midterm,72.2,100.0,2025-11-09T00:00:00
921,107,49,Final Exam,final,88.1,100.0,2025-11-08T00:00:00
922,108,11,Quiz 1,quiz,36.3,100.0,2026-02-09T00:00:00
923,108,11,Midterm,midterm,93.7,100.0,2025-12-15T00:00:00
924,108,11,Final Exam,final,63.9,100.0,2026-03-01T00:00:00
925,108,12,Quiz 1,quiz,77.7,100.0,2026-01-11T00:00:00
926,108,12,Midterm,midterm,79.3,100.0,2026-01-22T00:00:00
927,108,12,Final Exam,final,81.0,100.0,2026-01-29T00:00:00
928,108,10,Quiz 1,quiz,70.9,100.0,2026-02-05T00:00:00
929,108,10,Midterm,midterm,74.4,100.0,2025-11-08T00:00:00
930,108,10,Final Exam,final,74.3,100.0,2025-11-12T00:00:00
931,108,8,Quiz 1,quiz,60.5,100.0,2025-11-15T00:00:00
932,108,8,Midterm,midterm,43.6,100.0,2026-01-13T00:00:00
933,108,8,Final Exam,final,51.7,100.0,2025-12-18T00:00:00
934,108,13,Quiz 1,quiz,68.4,100.0,2025-11-01T00:00:00
935,108,13,Midterm,midterm,58.2,100.0,2026-01-18T00:00:00
936,108,13,Final Exam,final,58.2,100.0,2025-11-23T00:00:00
937,109,13,Quiz 1,quiz,97.0,100.0,2026-02-17T00:00:00
938,109,13,Midterm,midterm,82.9,100.0,2025-12-30T00:00:00
939,109,13,Final Exam,final,66.2,100.0,2026-02-22T00:00:00
940,109,11,Quiz 1,quiz,80.1,100.0,2026-02-12T00:00:00
941,109,11,Midterm,midterm,63.7,100.0,2025-11-14T00:00:00
942,109,11,Final Exam,final,71.7,100.0,2026-02-13T00:00:00
943,109,10,Quiz 1,quiz,76.6,100.0,2026-01-24T00:00:00
944,109,10,Midterm,midterm,63.7,100.0,2025-11-12T00:00:00
945,109,10,Final Exam,final,59.7,100.0,2025-12-11T00:00:00
946,109,9,Quiz 1,quiz,88.4,100.0,2025-11-24T00:00:00
947,109,9,Midterm,midterm,79.2,100.0,2025-12-25T00:00:00
948,109,9,Final Exam,final,36.2,100.0,2025-11-11T00:00:00
949,110,48,Quiz 1,quiz,60.0,100.0,2026-02-04T00:00:00
950,110,48,Midterm,midterm,58.3,100.0,2026-02-21T00:00:00
951,110,48,Final Exam,final,60.7,100.0,2025-11-06T00:00:00
952,110,27,Quiz 1,quiz,82.9,100.0,2026-02-04T00:00:00
953,110,27,Midterm,midterm,70.3,100.0,2025-12-17T00:00:00
954,110,27,Final Exam,final,49.2,100.0,2025-11-30T00:00:00
955,110,13,Quiz 1,quiz,64.3,100.0,2026-02-13T00:00:00
956,110,13,Midterm,midterm,78.1,100.0,2026-02-19T00:00:00
957,110,13,Final Exam,final,66.7,100.0,2026-02-10T00:00:00
958,111,44,Quiz 1,quiz,60.3,100.0,2025-12-27T00:00:00
959,111,44,Midterm,midterm,75.0,100.0,2025-11-07T00:00:00
960,111,44,Final Exam,final,94.3,100.0,2026-02-14T00:00:00
961,111,43,Quiz 1,quiz,76.9,100.0,2026-01-12T00:00:00
962,111,43,Midterm,midterm,89.5,100.0,2025-11-18T00:00:00
963,111,43,Final Exam,final,61.3,100.0,2025-11-26T00:00:00
964,111,41,Quiz 1,quiz,69.9,100.0,2025-11-06T00:00:00
965,111,41,Midterm,midterm,69.6,100.0,2025-11-05T00:00:00
966,111,41,Final Exam,final,71.8,100.0,2025-12-30T00:00:00
967,112,5,Quiz 1,quiz,76.6,100.0,2025-11-10T00:00:00
968,112,5,Midterm,midterm,56.2,100.0,2026-02-12T00:00:00
969,112,5,Final Exam,final,79.7,100.0,2025-12-26T00:00:00
970,112,7,Quiz 1,quiz,45.6,100.0,2026-01-15T00:00:00
971,112,7,Midterm,midterm,50.0,100.0,2025-12-11T00:00:00
972,112,7,Final Exam,final,100.0,100.0,2026-01-27T00:00:00
973,112,6,Quiz 1,quiz,62.3,100.0,2025-11-02T00:00:00
974,112,6,Midterm,midterm,80.9,100.0,2025-11-01T00:00:00
975,112,6,Final Exam,final,95.5,100.0,2026-01-01T00:00:00
976,113,2,Quiz 1,quiz,35.3,100.0,2025-12-03T00:00:00
977,113,2,Midterm,midterm,86.9,100.0,2026-02-24T00:00:00
978,113,2,Final Exam,final,79.7,100.0,2026-01-29T00:00:00
979,113,1,Quiz 1,quiz,94.6,100.0,2026-02-15T00:00:00
980,113,1,Midterm,midterm,52.3,100.0,2026-01-23T00:00:00
981,113,1,Final Exam,final,91.8,100.0,2025-11-12T00:00:00
982,113,4,Quiz 1,quiz,58.9,100.0,2026-02-21T00:00:00
983,113,4,Midterm,midterm,85.8,100.0,2026-01-04T00:00:00
984,113,4,Final Exam,final,69.5,100.0,2026-01-13T00:00:00
985,114,13,Quiz 1,quiz,81.6,100.0,2026-02-09T00:00:00
986,114,13,Midterm,midterm,70.7,100.0,2025-12-10T00:00:00
987,114,13,Final Exam,final,42.4,100.0,2026-01-11T00:00:00
988,114,11,Quiz 1,quiz,23.2,100.0,2026-01-31T00:00:00
989,114,11,Midterm,midterm,73.1,100.0,2025-12-12T00:00:00
990,114,11,Final Exam,final,66.0,100.0,2026-01-29T00:00:00
991,114,9,Quiz 1,quiz,76.0,100.0,2025-12-08T00:00:00
992,114,9,Midterm,midterm,66.2,100.0,2025-11-30T00:00:00
993,114,9,Final Exam,final,100.0,100.0,2026-02-12T00:00:00
994,115,11,Quiz 1,quiz,73.5,100.0,2026-01-22T00:00:00
995,115,11,Midterm,midterm,63.3,100.0,2025-11-19T00:00:00
996,115,11,Final Exam,final,75.1,100.0,2026-02-11T00:00:00
997,115,8,Quiz 1,quiz,63.6,100.0,2026-01-12T00:00:00
998,115,8,Midterm,midterm,71.4,100.0,2026-01-06T00:00:00
999,115,8,Final Exam,final,51.7,100.0,2025-12-30T00:00:00
1000,115,12,Quiz 1,quiz,69.9,100.0,2025-12-23T00:00:00
1001,115,12,Midterm,midterm,62.8,100.0,2026-01-15T00:00:00
1002,115,12,Final Exam,final,53.2,100.0,2026-01-11T00:00:00
1003,116,49,Quiz 1,quiz,99.6,100.0,2026-01-13T00:00:00
1004,116,49,Midterm,midterm,53.7,100.0,2025-11-28T00:00:00
1005,116,49,Final Exam,final,70.1,100.0,2026-02-19T00:00:00
1006,116,48,Quiz 1,quiz,58.0,100.0,2026-02-18T00:00:00
1007,116,48,Midterm,midterm,74.5,100.0,2025-12-23T00:00:00
1008,116,48,Final Exam,final,50.9,100.0,2025-12-15T00:00:00
1009,116,50,Quiz 1,quiz,82.6,100.0,2025-11-17T00:00:00
1010,116,50,Midterm,midterm,100.0,100.0,2026-01-16T00:00:00
1011,116,50,Final Exam,final,57.4,100.0,2025-12-03T00:00:00
1012,117,32,Quiz 1,quiz,88.3,100.0,2025-12-06T00:00:00
1013,117,32,Midterm,midterm,64.3,100.0,2025-12-31T00:00:00
1014,117,32,Final Exam,final,92.6,100.0,2026-02-07T00:00:00
1015,117,31,Quiz 1,quiz,100.0,100.0,2025-11-15T00:00:00
1016,117,31,Midterm,midterm,66.5,100.0,2025-12-23T00:00:00
1017,117,31,Final Exam,final,47.2,100.0,2026-02-16T00:00:00
1018,117,30,Quiz 1,quiz,84.2,100.0,2026-02-02T00:00:00
1019,117,30,Midterm,midterm,73.4,100.0,2025-11-12T00:00:00
1020,117,30,Final Exam,final,77.5,100.0,2026-01-19T00:00:00
1021,118,44,Quiz 1,quiz,64.9,100.0,2026-02-10T00:00:00
1022,118,44,Midterm,midterm,56.7,100.0,2026-02-01T00:00:00
1023,118,44,Final Exam,final,87.4,100.0,2026-01-05T00:00:00
1024,118,43,Quiz 1,quiz,74.8,100.0,2026-02-27T00:00:00
1025,118,43,Midterm,midterm,48.3,100.0,2025-11-19T00:00:00
1026,118,43,Final Exam,final,80.3,100.0,2025-12-31T00:00:00
1027,118,41,Quiz 1,quiz,77.3,100.0,2025-11-26T00:00:00
1028,118,41,Midterm,midterm,65.1,100.0,2026-02-12T00:00:00
1029,118,41,Final Exam,final,94.3,100.0,2025-12-10T00:00:00
1030,118,42,Quiz 1,quiz,60.7,100.0,2026-02-12T00:00:00
1031,118,42,Midterm,midterm,67.5,100.0,2026-01-08T00:00:00
1032,118,42,Final Exam,final,81.5,100.0,2025-11-11T00:00:00
1033,119,14,Quiz 1,quiz,71.2,100.0,2025-11-28T00:00:00
1034,119,14,Midterm,midterm,49.2,100.0,2026-02-24T00:00:00
1035,119,14,Final Exam,final,72.8,100.0,2026-02-07T00:00:00
1036,119,16,Quiz 1,quiz,63.8,100.0,2026-02-01T00:00:00
1037,119,16,Midterm,midterm,82.9,100.0,2026-02-08T00:00:00
1038,119,16,Final Exam,final,72.3,100.0,2025-11-10T00:00:00
1039,119,17,Quiz 1,quiz,71.4,100.0,2025-11-05T00:00:00
1040,119,17,Midterm,midterm,54.3,100.0,2025-12-04T00:00:00
1041,119,17,Final Exam,final,66.5,100.0,2025-12-13T00:00:00
1042,119,18,Quiz 1,quiz,84.6,100.0,2025-11-06T00:00:00
1043,119,18,Midterm,midterm,58.4,100.0,2025-11-20T00:00:00
1044,119,18,Final Exam,final,69.5,100.0,2025-12-16T00:00:00
1045,119,15,Quiz 1,quiz,56.0,100.0,2026-02-08T00:00:00
1046,119,15,Midterm,midterm,52.2,100.0,2026-01-11T00:00:00
1047,119,15,Final Exam,final,68.7,100.0,2026-01-24T00:00:00
1048,120,49,Quiz 1,quiz,72.6,100.0,2026-01-18T00:00:00
1049,120,49,Midterm,midterm,99.9,100.0,2025-12-22T00:00:00
1050,120,49,Final Exam,final,63.2,100.0,2025-11-29T00:00:00
1051,120,48,Quiz 1,quiz,69.2,100.0,2026-01-27T00:00:00
1052,120,48,Midterm,midterm,51.2,100.0,2025-11-24T00:00:00
1053,120,48,Final Exam,final,79.2,100.0,2025-11-09T00:00:00
1054,120,50,Quiz 1,quiz,76.0,100.0,2025-12-30T00:00:00
1055,120,50,Midterm,midterm,92.3,100.0,2026-02-23T00:00:00
1056,120,50,Final Exam,final,86.7,100.0,2025-12-08T00:00:00
1057,125,23,Quiz 1,quiz,75.3,100.0,2025-11-28T00:00:00
1058,125,23,Midterm,midterm,62.9,100.0,2026-02-21T00:00:00
1059,125,23,Final Exam,final,73.1,100.0,2026-02-09T00:00:00
1060,125,15,Quiz 1,quiz,68.3,100.0,2026-02-10T00:00:00
1061,125,15,Midterm,midterm,84.3,100.0,2026-02-02T00:00:00
1062,125,15,Final Exam,final,82.4,100.0,2025-12-17T00:00:00
1063,125,18,Quiz 1,quiz,65.6,100.0,2025-12-27T00:00:00
1064,125,18,Midterm,midterm,48.1,100.0,2025-12-03T00:00:00
1065,125,18,Final Exam,final,90.0,100.0,2026-01-07T00:00:00
1066,125,21,Quiz 1,quiz,78.7,100.0,2026-02-06T00:00:00
1067,125,21,Midterm,midterm,65.2,100.0,2026-02-21T00:00:00
1068,125,21,Final Exam,final,78.1,100.0,2026-02-14T00:00:00
1069,126,28,Quiz 1,quiz,71.1,100.0,2025-12-01T00:00:00
1070,126,28,Midterm,midterm,89.8,100.0,2025-12-14T00:00:00
1071,126,28,Final Exam,final,41.1,100.0,2026-02-20T00:00:00
1072,126,26,Quiz 1,quiz,64.0,100.0,2026-02-26T00:00:00
1073,126,26,Midterm,midterm,94.0,100.0,2025-11-20T00:00:00
1074,126,26,Final Exam,final,78.4,100.0,2025-12-24T00:00:00
1075,126,25,Quiz 1,quiz,96.6,100.0,2026-01-07T00:00:00
1076,126,25,Midterm,midterm,51.7,100.0,2025-11-08T00:00:00
1077,126,25,Final Exam,final,86.1,100.0,2025-12-22T00:00:00
1078,127,28,Quiz 1,quiz,85.2,100.0,2026-02-19T00:00:00
1079,127,28,Midterm,midterm,44.8,100.0,2025-12-05T00:00:00
1080,127,28,Final Exam,final,65.6,100.0,2026-01-09T00:00:00
1081,127,25,Quiz 1,quiz,68.4,100.0,2025-12-26T00:00:00
1082,127,25,Midterm,midterm,45.7,100.0,2025-11-05T00:00:00
1083,127,25,Final Exam,final,65.9,100.0,2026-02-04T00:00:00
1084,127,27,Quiz 1,quiz,83.1,100.0,2025-12-25T00:00:00
1085,127,27,Midterm,midterm,64.1,100.0,2025-12-28T00:00:00
1086,127,27,Final Exam,final,73.6,100.0,2025-11-25T00:00:00
1087,128,28,Quiz 1,quiz,73.7,100.0,2026-01-15T00:00:00
1088,128,28,Midterm,midterm,69.8,100.0,2026-01-10T00:00:00
1089,128,28,Final Exam,final,59.4,100.0,2025-11-29T00:00:00
1090,128,27,Quiz 1,quiz,79.9,100.0,2026-01-31T00:00:00
1091,128,27,Midterm,midterm,46.2,100.0,2025-12-03T00:00:00
1092,128,27,Final Exam,final,70.1,100.0,2026-02-23T00:00:00
1093,128,25,Quiz 1,quiz,90.8,100.0,2025-12-09T00:00:00
1094,128,25,Midterm,midterm,63.3,100.0,2026-02-28T00:00:00
1095,128,25,Final Exam,final,59.1,100.0,2026-01-09T00:00:00
1096,129,22,Quiz 1,quiz,80.9,100.0,2026-01-04T00:00:00
1097,129,22,Midterm,midterm,72.5,100.0,2025-11-25T00:00:00
1098,129,22,Final Exam,final,81.2,100.0,2026-01-10T00:00:00
1099,129,23,Quiz 1,quiz,70.6,100.0,2025-12-09T00:00:00
1100,129,23,Midterm,midterm,34.2,100.0,2025-11-23T00:00:00
1101,129,23,Final Exam,final,87.7,100.0,2025-12-11T00:00:00
1102,129,24,Quiz 1,quiz,100.0,100.0,2026-02-11T00:00:00
1103,129,24,Midterm,midterm,89.3,100.0,2025-11-30T00:00:00
1104,129,24,Final Exam,final,16.9,100.0,2025-12-19T00:00:00
1105,129,20,Quiz 1,quiz,76.8,100.0,2026-02-26T00:00:00
1106,129,20,Midterm,midterm,63.0,100.0,2026-02-11T00:00:00
1107,129,20,Final Exam,final,53.7,100.0,2026-02-25T00:00:00
1108,129,21,Quiz 1,quiz,71.8,100.0,2026-01-20T00:00:00
1109,129,21,Midterm,midterm,67.8,100.0,2026-02-17T00:00:00
1110,129,21,Final Exam,final,77.6,100.0,2025-12-09T00:00:00
1111,130,7,Quiz 1,quiz,70.8,100.0,2025-12-22T00:00:00
1112,130,7,Midterm,midterm,53.2,100.0,2026-02-26T00:00:00
1113,130,7,Final Exam,final,61.4,100.0,2025-11-18T00:00:00
1114,130,5,Quiz 1,quiz,58.9,100.0,2026-01-09T00:00:00
1115,130,5,Midterm,midterm,44.3,100.0,2025-11-07T00:00:00
1116,130,5,Final Exam,final,49.4,100.0,2025-12-13T00:00:00
1117,130,6,Quiz 1,quiz,66.8,100.0,2025-12-13T00:00:00
1118,130,6,Midterm,midterm,91.4,100.0,2025-11-07T00:00:00
1119,130,6,Final Exam,final,62.0,100.0,2025-12-28T00:00:00
1120,132,8,Quiz 1,quiz,58.6,100.0,2026-02-13T00:00:00
1121,132,8,Midterm,midterm,52.3,100.0,2025-12-27T00:00:00
1122,132,8,Final Exam,final,70.5,100.0,2026-02-27T00:00:00
1123,132,13,Quiz 1,quiz,87.7,100.0,2025-12-06T00:00:00
1124,132,13,Midterm,midterm,100.0,100.0,2026-01-30T00:00:00
1125,132,13,Final Exam,final,74.3,100.0,2025-11-07T00:00:00
1126,132,10,Quiz 1,quiz,72.1,100.0,2025-12-21T00:00:00
1127,132,10,Midterm,midterm,61.8,100.0,2025-12-17T00:00:00
1128,132,10,Final Exam,final,64.4,100.0,2025-12-28T00:00:00
1129,132,11,Quiz 1,quiz,79.4,100.0,2026-01-19T00:00:00
1130,132,11,Midterm,midterm,65.3,100.0,2025-12-13T00:00:00
1131,132,11,Final Exam,final,67.6,100.0,2025-12-16T00:00:00
1132,133,12,Quiz 1,quiz,69.6,100.0,2025-11-11T00:00:00
1133,133,12,Midterm,midterm,61.1,100.0,2025-12-17T00:00:00
1134,133,12,Final Exam,final,68.9,100.0,2025-12-21T00:00:00
1135,133,9,Quiz 1,quiz,39.7,100.0,2025-11-21T00:00:00
1136,133,9,Midterm,midterm,78.2,100.0,2025-11-27T00:00:00
1137,133,9,Final Exam,final,100.0,100.0,2026-01-12T00:00:00
1138,133,10,Quiz 1,quiz,61.7,100.0,2025-11-24T00:00:00
1139,133,10,Midterm,midterm,75.6,100.0,2026-02-02T00:00:00
1140,133,10,Final Exam,final,82.8,100.0,2026-02-14T00:00:00
1141,133,13,Quiz 1,quiz,89.2,100.0,2025-11-02T00:00:00
1142,133,13,Midterm,midterm,66.0,100.0,2026-01-16T00:00:00
1143,133,13,Final Exam,final,43.0,100.0,2025-11-05T00:00:00
1144,134,44,Quiz 1,quiz,74.0,100.0,2026-01-09T00:00:00
1145,134,44,Midterm,midterm,71.9,100.0,2026-02-28T00:00:00
1146,134,44,Final Exam,final,64.8,100.0,2025-12-13T00:00:00
1147,134,42,Quiz 1,quiz,68.0,100.0,2026-02-24T00:00:00
