id,student_id,academic_year,semester,weighted_average,total_credits,failed_courses,status_at_time,failed_courses_json,academic_year_label,year_level,result_type,created_at
519,111,2021,1,79.13,19,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
520,111,2021,2,65.39,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
521,111,2022,1,65.7,17,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
522,111,2022,2,76.86,16,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
523,111,2023,1,90.28,17,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
524,111,2023,2,69.59,16,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
525,111,2024,1,86.15,19,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
526,111,2024,2,54.71,19,1,CARRY_OVER,,2024/2025,4,CARRY_OVER,2025-06-15T00:00:00
527,112,2021,1,73.57,16,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
528,112,2021,2,65.51,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
529,112,2022,1,75.38,18,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
530,112,2022,2,68.44,20,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
531,112,2023,1,55.91,17,2,CARRY_OVER,,2023/2024,3,CARRY_OVER,2024-01-15T00:00:00
532,112,2023,2,61.35,18,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
533,113,2021,1,52.28,19,2,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-01-15T00:00:00
534,113,2021,2,56.32,18,2,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-06-15T00:00:00
535,113,2022,1,77.76,17,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
536,113,2022,2,68.99,17,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
537,113,2023,1,74.77,18,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
538,113,2023,2,93.79,18,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
539,113,2024,1,68.45,16,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
540,113,2024,2,79.61,19,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
541,114,2021,1,72.34,19,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
542,114,2021,2,100.0,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
543,114,2022,1,35.79,16,2,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-01-15T00:00:00
544,114,2022,2,63.39,15,1,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-06-15T00:00:00
545,115,2021,1,79.85,19,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
546,115,2021,2,62.97,18,2,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-06-15T00:00:00
547,115,2022,1,78.79,16,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
548,115,2022,2,71.28,16,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
549,115,2023,1,82.38,17,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
550,115,2023,2,58.41,18,0,REPEATER,,2023/2024,3,REPEATER,2024-06-15T00:00:00
551,115,2024,1,74.07,17,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
552,115,2024,2,77.59,20,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
553,115,2025,1,73.58,18,0,PROMOTED,,2025/2026,5,PROMOTED,2026-01-15T00:00:00
554,115,2025,2,73.79,15,0,PROMOTED,,2025/2026,5,PROMOTED,2026-06-15T00:00:00
555,116,2021,1,86.43,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
556,116,2021,2,51.84,16,0,REPEATER,,2021/2022,1,REPEATER,2022-06-15T00:00:00
557,116,2022,1,73.5,16,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
558,116,2022,2,57.49,16,0,REPEATER,,2022/2023,2,REPEATER,2023-06-15T00:00:00
559,116,2023,1,81.09,16,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
560,116,2023,2,61.94,15,1,CARRY_OVER,,2023/2024,3,CARRY_OVER,2024-06-15T00:00:00
561,116,2024,1,42.33,18,1,CARRY_OVER,,2024/2025,4,CARRY_OVER,2025-01-15T00:00:00
562,116,2024,2,81.38,20,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
563,117,2021,1,68.78,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
564,117,2021,2,76.28,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
565,118,2021,1,89.12,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
566,118,2021,2,76.46,16,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
567,119,2021,1,74.03,17,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
568,119,2021,2,71.43,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
569,119,2022,1,58.23,17,2,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-01-15T00:00:00
570,119,2022,2,69.42,19,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
571,119,2023,1,95.69,19,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
572,119,2023,2,67.5,20,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
573,119,2024,1,70.13,15,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
574,119,2024,2,87.09,17,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
575,119,2025,1,53.5,19,0,REPEATER,,2025/2026,5,REPEATER,2026-01-15T00:00:00
576,119,2025,2,79.44,20,0,PROMOTED,,2025/2026,5,PROMOTED,2026-06-15T00:00:00
577,119,2026,1,52.93,19,0,REPEATER,,2026/2027,6,REPEATER,2027-01-15T00:00:00
578,119,2026,2,76.79,15,0,PROMOTED,,2026/2027,6,PROMOTED,2027-06-15T00:00:00
579,120,2021,1,71.73,17,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
580,120,2021,2,79.35,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
581,120,2022,1,59.85,18,1,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-01-15T00:00:00
582,120,2022,2,65.58,18,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
583,120,2023,1,79.97,15,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
584,120,2023,2,65.88,20,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
585,120,2024,1,81.07,19,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
586,120,2024,2,74.51,15,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
587,125,2021,1,66.65,16,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
588,125,2021,2,68.22,16,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
589,125,2022,1,72.04,19,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
590,125,2022,2,69.36,16,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
591,125,2023,1,80.76,18,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
592,125,2023,2,67.54,19,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
593,125,2024,1,65.12,19,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
594,125,2024,2,82.92,17,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
595,126,2021,1,66.93,17,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
596,126,2021,2,65.52,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
597,126,2022,1,42.17,19,2,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-01-15T00:00:00
598,126,2022,2,59.53,19,0,REPEATER,,2022/2023,2,REPEATER,2023-06-15T00:00:00
599,126,2023,1,61.94,18,2,CARRY_OVER,,2023/2024,3,CARRY_OVER,2024-01-15T00:00:00
600,126,2023,2,65.52,16,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
601,126,2024,1,63.33,15,1,CARRY_OVER,,2024/2025,4,CARRY_OVER,2025-01-15T00:00:00
602,126,2024,2,83.8,17,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
603,126,2025,1,62.7,18,0,PROMOTED,,2025/2026,5,PROMOTED,2026-01-15T00:00:00
604,126,2025,2,63.59,19,1,CARRY_OVER,,2025/2026,5,CARRY_OVER,2026-06-15T00:00:00
605,127,2021,1,73.87,17,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
606,127,2021,2,58.78,17,2,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-06-15T00:00:00
607,127,2022,1,90.77,17,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
608,127,2022,2,81.63,17,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
609,127,2023,1,57.98,15,0,REPEATER,,2023/2024,3,REPEATER,2024-01-15T00:00:00
610,127,2023,2,84.16,16,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
611,127,2024,1,86.66,16,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
612,127,2024,2,58.29,20,1,CARRY_OVER,,2024/2025,4,CARRY_OVER,2025-06-15T00:00:00
613,128,2021,1,58.02,16,2,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-01-15T00:00:00
614,128,2021,2,64.68,19,1,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-06-15T00:00:00
615,128,2022,1,55.02,18,2,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-01-15T00:00:00
616,128,2022,2,62.64,20,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
617,128,2023,1,67.2,15,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
618,128,2023,2,78.05,16,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
619,128,2024,1,72.97,18,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
620,128,2024,2,70.22,16,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
621,129,2021,1,66.2,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
622,129,2021,2,56.3,17,0,REPEATER,,2021/2022,1,REPEATER,2022-06-15T00:00:00
623,129,2022,1,79.1,17,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
624,129,2022,2,78.83,15,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
625,129,2023,1,64.6,15,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
626,129,2023,2,58.79,19,0,REPEATER,,2023/2024,3,REPEATER,2024-06-15T00:00:00
627,129,2024,1,90.67,15,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
628,129,2024,2,74.96,20,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
629,129,2025,1,76.76,16,0,PROMOTED,,2025/2026,5,PROMOTED,2026-01-15T00:00:00
630,129,2025,2,77.28,18,0,PROMOTED,,2025/2026,5,PROMOTED,2026-06-15T00:00:00
631,129,2026,1,57.57,18,2,CARRY_OVER,,2026/2027,6,CARRY_OVER,2027-01-15T00:00:00
632,129,2026,2,89.99,20,0,PROMOTED,,2026/2027,6,PROMOTED,2027-06-15T00:00:00
633,130,2021,1,67.16,19,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
634,130,2021,2,81.86,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
635,130,2022,1,89.5,17,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
636,130,2022,2,72.98,15,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
637,130,2023,1,57.82,16,2,CARRY_OVER,,2023/2024,3,CARRY_OVER,2024-01-15T00:00:00
638,130,2023,2,42.08,19,2,CARRY_OVER,,2023/2024,3,CARRY_OVER,2024-06-15T00:00:00
639,132,2021,1,71.54,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
640,132,2021,2,75.0,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
641,132,2022,1,65.03,18,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
642,132,2022,2,73.63,15,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
643,132,2023,1,77.16,15,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
644,132,2023,2,83.93,17,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
645,132,2024,1,69.26,18,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
646,132,2024,2,71.46,15,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
647,132,2025,1,69.86,19,0,PROMOTED,,2025/2026,5,PROMOTED,2026-01-15T00:00:00
648,132,2025,2,72.4,19,0,PROMOTED,,2025/2026,5,PROMOTED,2026-06-15T00:00:00
649,133,2021,1,65.84,20,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
650,133,2021,2,65.78,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
651,133,2022,1,66.54,15,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
652,133,2022,2,73.88,19,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
653,133,2023,1,61.83,16,2,CARRY_OVER,,2023/2024,3,CARRY_OVER,2024-01-15T00:00:00
654,133,2023,2,66.59,20,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
655,134,2021,1,93.7,17,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
656,134,2021,2,82.76,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
657,135,2021,1,60.52,20,2,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-01-15T00:00:00
658,135,2021,2,82.38,19,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
659,135,2022,1,79.53,16,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
660,135,2022,2,70.75,17,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
661,135,2023,1,63.5,18,2,CARRY_OVER,,2023/2024,3,CARRY_OVER,2024-01-15T00:00:00
662,135,2023,2,62.14,19,1,CARRY_OVER,,2023/2024,3,CARRY_OVER,2024-06-15T00:00:00
663,136,2021,1,74.69,19,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
664,136,2021,2,61.85,16,2,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-06-15T00:00:00
665,136,2022,1,85.17,17,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
666,136,2022,2,88.57,15,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
667,136,2023,1,71.49,15,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
668,136,2023,2,85.67,16,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
669,136,2024,1,67.06,17,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
670,136,2024,2,63.43,17,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
671,136,2025,1,85.2,15,0,PROMOTED,,2025/2026,5,PROMOTED,2026-01-15T00:00:00
672,136,2025,2,90.96,16,0,PROMOTED,,2025/2026,5,PROMOTED,2026-06-15T00:00:00
673,138,2021,1,95.56,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
674,138,2021,2,75.99,19,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
675,139,2021,1,82.35,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
676,139,2021,2,75.73,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
677,139,2022,1,88.84,19,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
678,139,2022,2,77.2,20,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
679,140,2021,1,81.66,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
680,140,2021,2,58.37,15,1,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-06-15T00:00:00
681,141,2021,1,69.23,17,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
682,141,2021,2,81.76,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
683,141,2022,1,80.69,20,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
684,141,2022,2,82.79,20,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
685,141,2023,1,73.45,16,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
686,141,2023,2,64.18,17,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
687,141,2024,1,71.29,20,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
688,141,2024,2,72.56,15,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
689,142,2021,1,74.9,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
690,142,2021,2,60.39,20,2,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-06-15T00:00:00
691,143,2021,1,68.81,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
692,143,2021,2,70.94,17,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
693,143,2022,1,45.09,18,1,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-01-15T00:00:00
694,143,2022,2,81.99,15,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
695,143,2023,1,73.97,19,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
696,143,2023,2,75.18,17,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
697,144,2021,1,65.81,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
698,144,2021,2,79.04,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
699,144,2022,1,62.02,20,2,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-01-15T00:00:00
700,144,2022,2,63.9,15,1,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-06-15T00:00:00
701,144,2023,1,79.54,18,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
702,144,2023,2,76.29,18,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
703,144,2024,1,56.67,17,0,REPEATER,,2024/2025,4,REPEATER,2025-01-15T00:00:00
704,144,2024,2,90.93,20,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
705,145,2021,1,62.9,18,2,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-01-15T00:00:00
706,145,2021,2,70.41,19,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
707,145,2022,1,92.96,16,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
708,145,2022,2,47.28,15,0,REPEATER,,2022/2023,2,REPEATER,2023-06-15T00:00:00
709,146,2021,1,51.52,15,0,REPEATER,,2021/2022,1,REPEATER,2022-01-15T00:00:00
710,146,2021,2,77.3,17,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
711,146,2022,1,42.26,18,1,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-01-15T00:00:00
712,146,2022,2,47.48,17,1,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-06-15T00:00:00
713,147,2021,1,86.1,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
714,147,2021,2,67.09,16,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
715,147,2022,1,98.35,16,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
716,147,2022,2,59.58,17,1,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-06-15T00:00:00
717,147,2023,1,68.18,20,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
718,147,2023,2,78.49,18,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
719,147,2024,1,77.66,19,0,PROMOTED,,2024/2025,4,PROMOTED,2025-01-15T00:00:00
720,147,2024,2,68.94,17,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
721,148,2021,1,64.22,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
722,148,2021,2,74.78,20,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
723,148,2022,1,88.52,17,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
724,148,2022,2,81.15,15,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
725,148,2023,1,64.41,16,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
726,148,2023,2,60.1,17,1,CARRY_OVER,,2023/2024,3,CARRY_OVER,2024-06-15T00:00:00
727,148,2024,1,63.69,19,1,CARRY_OVER,,2024/2025,4,CARRY_OVER,2025-01-15T00:00:00
728,148,2024,2,56.72,19,2,CARRY_OVER,,2024/2025,4,CARRY_OVER,2025-06-15T00:00:00
729,149,2021,1,73.77,19,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
730,149,2021,2,81.77,19,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
731,149,2022,1,71.14,18,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
732,149,2022,2,92.64,15,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
733,150,2021,1,93.3,19,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
734,150,2021,2,75.69,16,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
735,150,2022,1,80.42,16,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
736,150,2022,2,61.19,15,2,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-06-15T00:00:00
737,151,2021,1,67.67,20,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
738,151,2021,2,87.27,16,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
739,151,2022,1,65.05,18,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
740,151,2022,2,89.85,20,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
741,151,2023,1,85.35,19,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
742,151,2023,2,81.02,17,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
743,151,2024,1,57.93,16,0,REPEATER,,2024/2025,4,REPEATER,2025-01-15T00:00:00
744,151,2024,2,68.26,20,0,PROMOTED,,2024/2025,4,PROMOTED,2025-06-15T00:00:00
745,152,2021,1,79.73,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
746,152,2021,2,60.17,15,1,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-06-15T00:00:00
747,152,2022,1,69.72,15,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
748,152,2022,2,81.03,18,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
749,152,2023,1,65.18,15,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
750,152,2023,2,61.84,16,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
751,154,2021,1,50.39,18,1,CARRY_OVER,,2021/2022,1,CARRY_OVER,2022-01-15T00:00:00
752,154,2021,2,67.36,17,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
753,154,2022,1,81.28,16,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
754,154,2022,2,61.53,20,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
755,154,2023,1,72.21,20,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
756,154,2023,2,69.31,19,0,PROMOTED,,2023/2024,3,PROMOTED,2024-06-15T00:00:00
757,155,2021,1,64.0,17,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
758,155,2021,2,82.05,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
759,156,2021,1,91.71,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
760,156,2021,2,84.05,16,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
761,156,2022,1,63.65,20,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
762,156,2022,2,95.91,15,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
763,158,2021,1,84.02,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
764,158,2021,2,66.51,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
765,158,2022,1,62.7,19,2,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-01-15T00:00:00
766,158,2022,2,85.45,18,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
767,158,2023,1,74.09,20,0,PROMOTED,,2023/2024,3,PROMOTED,2024-01-15T00:00:00
768,158,2023,2,61.79,17,1,CARRY_OVER,,2023/2024,3,CARRY_OVER,2024-06-15T00:00:00
769,159,2021,1,70.22,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
770,159,2021,2,67.11,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
771,159,2022,1,62.11,17,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
772,159,2022,2,84.18,16,0,PROMOTED,,2022/2023,2,PROMOTED,2023-06-15T00:00:00
773,160,2021,1,81.38,18,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
774,160,2021,2,82.06,15,0,PROMOTED,,2021/2022,1,PROMOTED,2022-06-15T00:00:00
775,160,2022,1,81.9,18,0,PROMOTED,,2022/2023,2,PROMOTED,2023-01-15T00:00:00
776,160,2022,2,61.01,15,1,CARRY_OVER,,2022/2023,2,CARRY_OVER,2023-06-15T00:00:00
777,161,2021,1,64.76,17,0,PROMOTED,,2021/2022,1,PROMOTED,2022-01-15T00:00:00
